uniqueID,name,parent,shape,colour,definition,courses,concepts
1759,Non-Colinear Collision of Atoms,1610,,o,An interaction between two or more atoms where the atoms involved in the reaction collide at various angles.,MSE217,"1633, 1645, 1665, 1667, 1610"
1760,Thin-Film Diffusion,1769,,o,The process of diffusion in which a thin film of a material diffuses into a bulk material while obeying Fick's Second Law. ,MSE217,"1608, 1685, 1779, 1780, 1609"
1761,Diffusion Bonding,1769,,o,The process of utilizing the diffusion between two metals in a sandwich configuration to create an alloy between them. This process is carried out by placing the materials in contact with another in a high pressure and temperature environment while not exceeding their melting points. ,MSE217,"1765, 1766, 1712"
1762,Permeability Coefficient,1607,d,v,The degree of diffusivity in any given polymeric material. ,MSE217,1607
1763,Diffusion in Semi-Conducting Materials,1769,,o,"The process in which diffusivity in semi-conducting materials is studied through two main steps; pre-deposition and drive-in. In the pre-deposition step, a bulk material is subjected to dopant gas consistently, which gives way for Fick's Second Law to be applied. In the Drive-In step, the dopant gas is turned off and the surface is sealed with an oxide to pacify the material, allowing for thin-film diffusion of the dopant layer to occur into the bulk material. ",MSE217,"1608, 1685, 1775, 1776, 1777, 1778"
1764,Diffusion Coefficient in Liquids,1769,,o,"A study of diffusivity based in Hydrodynamical Theory which simplifies the liquid particles simulated as non-reacting spherical particles. The diffusivity of liquids therefore depends upon the following equations with differing particle sizes: Stokes-Einstein Equation for when R is greater than host size - $* D = Bk_BT = \frac{k_bT}{6\pi nR} $, Sutherland-Einstein Equation for when R is roughly equal to the host size - $* D = \frac{k_BT} {F}= \frac{k_bT}{4\pi nR} $",MSE217,"1714, 1771, 1772, 1773"
1765,Darken's Equations,1691,,b,A set of equations that measure the velocity and relationship of the markers within a Kirkendall Effect-process. It combines the diffusional thinking of particles in a host with the kinetics based approach to measuring particles and substances in a material. ,MSE217,"1766, 1767, 1768, 1712"
1766,Darken's 1st Equation,1765,,o,It explicitly defines the velocity at which a marker moves throughout a diffusive process in a Kirkendall Effect-process. It is given by the following equation: $# v = (D_a - D_b)\frac{\partial N_a}{\partial x} $,MSE217,"1712, 1765, 1712"
1767,Darken's 2nd Equation,1766,,o,"It explains the relationship between intrinsic diffusion coefficients, $*D_A$ and $*D_B$ and the tracer self diffusion coefficients. It is expressed as $* \tilde{D} = N_BD_A + N_AD_B $",MSE217,"1712, 1765, 1712"
1768,Inter-Diffusion Coefficient,1691,d,v,"The rate at which material diffuses through the inter-layer between two metals, and is written as $* \tilde{D} $",MSE217,"1765, 1766, 1767"
1769,Diffusion Mechanisms in Materials,1669,,o,-,MSE217,"1607, 1755, 1763, 1760, 1761"
1770,Henry's Law,1607,,b,The amount of dissolving in a liquid or solid is proportional to its partial pressure exerted on the liquid or solid. ,MSE217,1607
1771,Hydrodynamical Theory,1764,,b,A theory that states that diffusing species are non-reacting spherical particles with radius R moving through a continuous medium of viscosity $* \eta $ with steady state velocity $* V_{\infty} $.,MSE217,"1764, "
1772,Stokes - Einstein Equation,1764,,b,Stokes-Einstein Equation for when R is greater than host size - $* D = Bk_BT = \frac{k_bT}{6\pi nR} $,MSE217,"1714, 1764, 1771"
1773,Sutherland - Einstein Equation,1764,,b,Sutherland-Einstein Equation for when R is roughly equal to the host size - $* D = \frac{k_BT} {F}= \frac{k_bT}{4\pi nR} $,MSE217,"1714, 1764, 1771"
1774,Heat Treatment Techniques,1763,,r,-,MSE217,"1775, 1776"
1775,Pre-Deposition Step,1774,,r,"Impurity atoms are diffused into the silicon, often from a gas phase with constant partial pressure.",MSE217,"1713, 1763, 1774"
1776,Drive in Diffusion,1774,,r,Impurity atoms transform farther into the silicon in order to provide a more suitable concentration distribution without increasing the overall impurity content. ,MSE217,"1713, 1763, 1774"
1777,Interconnects,1763,,r,The deposition of very thin and narrow conducting circuit paths to facilitate the passage of current from one device to another. ,MSE217,"1763, 1778"
1778,Material Selection of Interconnects,1777,,g,"The material selection process that looks at the material that has the highest electrical conductivity, and low diffusion coefficient in silicon. ",MSE217,"1777, 1763"
1779,Semi-Infinite Plate Diffusion,1760,,o,"A process that takes place in a solid material where diffusing species will not reach the end of the plate of length l, where l is: ($*l>\sqrt(Dt)%). ",MSE217,"1780, 1760"
1780,Sandwich Diffusion,1760,,o,"A diffusion where atoms, molecules, or particles move between two parallel surfaces. ",MSE217,"1779, 1760"
1781,Fractional Change of Volume (epsilon_A),1798,,o,"The degree to which the volume of the reaction vessel changes throughout the course of the reaction. It is defined as $* \epsilon_A = \frac{V_{X_{A=1}} - V_{X_{A=0}}}{ V_{X_{A=0}}} $. If $* \epsilon_A = 0 $, the volume is constant throughout the reaction. If $* \epsilon_A != 0 $, the volume is non constant throughout the reaction. ",MSE217,"1798, 1723"
1782,Mass Balance,1726,,o,It tracks the inflows and outflows of mass to ensure that the mass remains conserved. ,MSE217,1723
1783,Three Main Process Steps,1617,,g,-,MSE217,"1614, 1615, 1616"
1784,Phase,1618,d,v,The form of matter with specific physical and chemical properties. ,"MSE217, MSE218, MSE202","1444, 1723, 1633, 1207, 1208"
1785,Reversibility of Reactions,1797,d,o,The ability for the system to return or not to its original state.,"MSE217, MSE218, MSE244, MSE202","1723, 1618, 1617, 1648, 1649, 1786, 1787"
1786,Reversible,1785,,o,A process or reaction that can proceed in both forward or backward directions without any net change in the system.,"MSE217, MSE218, MSE244, MSE202",1785
1787,Irreversible,1785,,o,A process or reaction that can only occur in one direction and cannot be reversed to restore the original state of the system.,"MSE217, MSE218, MSE244, MSE202",1785
1788,Gas Layer,1750,,o,"A thin layer of gas that forms on the surface of the solid, influencing mass transfer and surface interactions.",MSE217,1750
1789,Shrinking Sphere,1744,,o,A model describing the gradual reduction in size of a particle due to reaction.,MSE217,"1792, 1791"
1790,Constant Size Particle,1744,,o,A particle that maintains a consistent and unchanging size and shape.,MSE217,
1791,Reaction Controls,1789,,o,The factors and mechanisms that determine the rate of a chemical reaction.,MSE217,1789
1792,Film Diffusion Control,1789,,o,When the rate of a chemical reaction is governed by the diffusion of reactants through a thin film.,MSE217,1789
1793,Size,1738,d,v,The size of the particle under investigation.,MSE217,"1794, 1795"
1794,Small Particle,1793,,o,-,MSE217,1793
1795,Large Particle,1793,,o,-,MSE217,1793
1796,Parts of Chemical Reaction,1611,,r,-,MSE217,"1618, 1631"
1797,Characteristics of Chemical Reaction,1611,,v,-,MSE217,"1785, 1625, 1632"
1798,Rates,1726,,o,-,"MSE217, MSE218, MSE244, MSE245, MSE202","1732, 1730, 1731, 1733, 1781"
1799,Composition,1726,,o,-,"MSE217, MSE218, MSE244, MSE245","1727, 1731, 1728"
1900,Organic Chemistry: MSE245,1002,,g,"The chemistry pertaining to the compounds consisting of carbon in combination with other elements (hydrogen, oxygen, nitrogen, sulphur, phosphorus, etc.).",MSE245,
1901,Isomers,1900,,g,Compounds which have the same molecular formula. There are two main types of isomers; constitutional isomers and stereoisomers.,"MSE245, MSE217","1913, 1980, 1903, 1906, 1902, 1904, 1905, 1690, 1600, 1979, 1909, 1935, 1979"
1902,Stereoisomers,1901,,o,"Isomers that have the same molecular formula and the same connectivity of atoms, but differ in the spatial arrangement of the atoms. ","MSE245, MSE217","1913, 1690, 1600"
1903,Stereocentre,1902,,r,"Often referred to as the chirality centre, it is the presence of a carbon atom that is bonded to four different groups. ","MSE245, MSE217","1913, 1690, 1600"
1904,Enantiomers,1902,,o,"They are stereoisomers that are mirror images of one another. Colloquially, these isomers are known to show handedness.","MSE245, MSE217",
1905,Diastereomers,1902,,o,They are stereoisomers that are not mirror images of one another.,"MSE245, MSE217","1913, 1690, 1600"
1906,Cis-Trans,1905,,o,"They have the same molecular formula and same connectivity of atoms, and their arrangement of atoms is limited due to the lack of rotation around flexible sigma bonds. Generally, cis-isomers have higher boiling points that their trans-isomer counterparts, however trans-isomers have higher melting points. ",MSE245,"1935, 1979, 1935"
1907,E-Z Isomerism,1905,,o,"They have the same molecular formula and same connectivity of atoms, and their arrangement of atoms is limited due to the lack of rotation around flexible sigma bonds. E-Z isomers are similar to cis-trans isomers (E-isomers correspond to trans-isomers, Z-isomers correspond to cis-isomers), but the E-Z system give chemists a more unambiguous viewpoint in which the spatial arrangement of substituents on a double bond are located. ",MSE245,"1906, 1903, 1901, 1935, 1979"
1908,Priority Rule ,1907,,b,"Generally, the substituent groups that have the most molecular weight are viewed as having more priority in the naming scheme. ",MSE245,"2055, 1916, 1907"
1909,Constitutional Isomer,1901,,o,Isomers that have the same molecular formula but differ in the ways the atoms attach to one another. ,"MSE245, MSE217","1901, 1902, 1979, 1600, 1690, 1979"
1910,Functional Group ,1909,d,v,An atom or a group of atoms that have similar physical and chemical properties when observed in a molecule. ,"MSE245, MSE244","1917, 1956, 1967, 1985, 1050, 1968, 1969, 1970, 1971, 1988, 1993, 1994, 1995, 1996, 2002, 2003, 2004, 2005, 2006"
1911,Position of Functional Group,1909,d,v,The specific site along the carbon skeleton of a compound where a functional group is situated which alters the molecule's overall properties. ,"MSE245, MSE244","1912, 1936, 1937, 1940, 1932, 1933, 1050, 1988, 1993, 1994, 1995, 1996, 2002, 2003, 2004, 2005, 2006"
1912,Carbon Skeleton,1909,d,v,The longest continuous chain of carbon atoms within a given particle. ,MSE245,"1911, 1050, 1921, 1916"
1913,Chirality,1905,,v,"A molecule or object which is said to not be superimposable on its mirror image is same to exhibit chiral behaviour. For isomers to exist, the molecules must not be identical, therefore meaning that they cannot be superimposable. ",MSE245,"1901, 1914, 1915, 1903"
1914,Chiral,1913,d,o,Molecules that are non-superimposable upon its own mirror image. ,MSE245,"1913, 1901, 1903"
1915,Achiral,1913,,o,Molecules that are superimposable upon its own mirror image. ,MSE245,"1913, 1901, 1903"
1916,Nomenclature,1900,,g,"The method of naming organic compounds based on a multitude of factors including chain length, presence of substituent groups, nature of bonds, and more. ","MSE245, MSE244","1908, 1999, 2000, 2001, 1912, 1917, 1918, 1919, 1920"
1917,Functional Group ,1916,,o,An atom or a group of atoms that have similar physical and chemical properties when observed in a molecule. ,"MSE245, MSE244","1916, 1956, 1967, 1985, 1050, 1918, 1920"
1918,Prefix ,1916,,o,"The IUPAC-designated prefix that is given to certain compounds based on the presence of substituent groups, chain length, nature of bonds, and more.","MSE245, MSE244","1916, 1917, 1999, 2000, 2001"
1919,Infix (Parent),1916,,o,"The IUPAC-designated root or parent name for certain compounds based on the presence of substituent groups, chain length, nature of bonds, and more.","MSE245, MSE244","1916, 1912"
1920,Suffix,1916,,o,"The IUPAC-designated suffix that is given to certain compounds based on the presence of substituent groups, chain length, nature of bonds, and more.","MSE245, MSE244","1916, 1917"
1921,Structure,1900,,g,The stereochemical arrangement of atoms and bonds within an organic molecule.,MSE245,"1912, 1926, 1927, 1980, 1981, 1982, 1983, 1984, 1953, 1977, 2007, 2008, 2048, 2058"
1922,Molecular Orbitals,1921,,r,The interaction between orbitals within an atom's electronic configuration. They are said to have both bonding and anti-bonding interactions. ,"MSE245, MSE244","1107, 1108, 1109, 1110, 1111, 1086, 1088, 1458"
1923,Inductive Effect,1922,,g,The delocalization of charge about an ion due to the differing levels of electronegativity between the atoms of a molecule. ,"MSE245, MSE244","1927, 1057, 1959"
1924,Bond Order,1922,,p,"The difference in the electron pairs in bonding and non-bonding interactions within a compound, all divided by two. The bond order gives chemists an indication of bond length, with larger bond orders correlating to shorter bonds.  ","MSE245, MSE244","1116, 1110, 1111, 1109, 1107, 1108"
1925,Polarization,1924,,p,"Areas of molecules that have higher density of electrons due to the increased electronegativity of the atoms in those regions.	","MSE245, MSE244","1957, 1057"
1926,Lewis Structure,1921,,o,"A structure that represents the electrons involved in the bonds within a molecule. They can be used to show different types of bonds (i.e. single, double and triple) as well as unbonded pairs of electrons. ","MSE245, MSE244","1921, 1135, 1109"
1927,Resonance ,1921,,p,"Refers to the delocalization of electrons in molecules or ions resulting in multiple possible bonding arrangements. For ideally resonant structures, the electrons are evenly distributed about the molecule.","MSE245, MSE244","1921, 1953, 1116"
1928,Formal Charge,1926,,p,Represents a method of counting electrons involved in bonding: $#$Formal Charge = Total Valence Electrons - Covalent Bonds - Unshared Electrons,"MSE245, MSE244","1109, 1904, 1080"
1929,Mechanism,1900,,g,A formalized method of determining the reaction pathway of how reactants are consumed and products are formed. ,"MSE245, MSE244, MSE217","1948, 1611"
1930,Markovnikov's Rule,1929,,b,"In the addition of HX or $*H_2O$ to an alkene, hydrogen adds to the carbon of the double bond that has the greater number of hydrogens. ",MSE245,"1949, 1973"
1931,Nucleophilic Aliphatic Substitution,1929,,o,"The process in which a substitution reaction occurs, involving a nucleophile, a leaving group and a $*sp^3$ hybridized carbon. ",MSE245,"1959, 1960, 1961, 1988, 1932, 1933"
1932,SN1,1931,,o,A type of reaction where the bond breaking that takes place between the carbon and the leaving group occurs entirely before bond forming with the nucleophile begins. It is designated as $*S_N1$ because the timing of the bond breaking and bond forming is concerted and because only 1 species is involved in the rate-determining step. ,"MSE245, MSE217","1911, 1931, 1940, 1941, 1942, 1943, 1944, 1945, 1946, 1947, 1938, 1939, 1665"
1933,SN2,1931,,o,A type of reaction where the bond breaking and forming that takes place between the haloalkane and the nucleophile take place simultaneously. It is designated as $*S_N2$ because two species are involved in regulating the rate-determining step. ,"MSE245, MSE217","1911, 1931, 1940, 1941, 1942, 1943, 1944, 1945, 1946, 1947, 1938, 1939, 1665"
1934,Beta Elimination,1929,,o,"It describes the removal of atoms or a group of atoms from adjacent carbons to form carbon-carbon double bonds. The main type of Beta Elimination studied is called dehydrohalogenation, and it involves an alkyl halide reacting with a base to produce an alkene.","MSE245, MSE244","1972, 1132, 1061, 1066"
1935,Zaitsev's Rule,1934,,b,"The major product of a Beta Elimination reaction is the more stable alkene. By being more stable, the alkene is more highly substituted around the double bond. In a situation where cis-trans isomerism exists, the trans isomer is favoured. ",MSE245,"1906, 1907, 1968"
1936,E1,1934,,o,A type of elimination reaction where two concerted steps take place; the removal of the HX substituent group from the haloalkane and the formation of an alkene. It is defined as E1 because the rate-determining step depends solely on the dissociation of the leaving group HX to form a carbocation. ,"MSE245, MSE217","1911, 1949, 1938, 1939, 1665"
1937,E2,1934,,o,A type of elimination reaction where the steps take place simultaneously; the base removes a proton from the alkyl halide all while the leaving group leaves the molecule. It is defined as E2 because the rate-determining step relies upon both reactants in the chemical reaction.  ,"MSE245, MSE217","1911, 1938, 1950, 1939, 1665, 1077"
1938,Mechanism Conditions,1929,,v,Aspects of $*S_N1$ / $*S_N2$ / E1 / E2 reactions that dictate which of the four reactions are more likely to occur. ,MSE245,"1932, 1933, 1936, 1937"
1939,Temperature,1938,d,o,"Reactions that take place at heightened temperatures tend to favour E1, while reactions that take place at room temperature tend to favour $*S_N1$. Temperature has no bearing on E2 / $*S_N2$ reactions. ",MSE245,"1932, 1933, 1936, 1937, 2072, 2073, 2074"
1940,Leaving Group,1938,d,o,"They must be able to accept electrons so that the carbon-hydrogen bond breaks. Since strong bases like to donate electrons, weak bases are more likely to accept electrons thus making them formidable leaving groups. ","MSE245, MSE244","1911, 1932, 1933, 1936, 1937, 1132, 1131"
1941,Solvent,1938,d,o,"If the solvent being used in the reaction is polar protic, the solvent is a hydrogen-bond donor and the reaction favours E2. If the solvent being used in the reaction is polar aprotic, the solvent is a small hydrogen bond donor and the reaction favours $*S_N2$ reactions. ","MSE245, MSE244","1932, 1933, 1936, 1937, 1091"
1942,Substrate,1938,d,o,"If the leaving group is bonded to a primary carbon, we can rule out $*S_N1$ and E1 reactions due to the unstable primary carbocations formed. If the leaving group is bonded to a secondary carbon, we cannot rule out any type of reaction. If the leaving group is bonded to a tertiary carbon, we can rule out $*S_N2$ reactions because tertiary carbons are extremely sterically hindered and thus the $*S_N2$ mechanism (bimolecular) will not apply.",MSE245,"1932, 1933, 1936, 1937, 1980"
1943,Nucleophile / Base,1938,d,o,Charged bases/nucleophiles will tend to perform $*S_N2$ / E2 reactions since the excess energy present works towards the backside attack. Neutral bases/nucleophiles tend to favour stable carbocation formation meaning that they tend to favour $*S_N1$ / E1 reactions.,MSE245,"1932, 1933, 1936, 1937, 1980"
1944,Protic,1941,,o,"A solvent is said to be protic if they include hydrogen bonding, which occurs when they are large differences between the electronegativity of the atoms involved in the bond. ","MSE245, MSE244","1932, 1933, 1091, 1057, 1964"
1945,Aprotic,1941,,o,"A solvent is said to be aprotic if they do not include hydrogen bonds. They are polar-enough to dissolve charged species, but are not effective hydrogen bond donors. ","MSE245, MSE244","1932, 1933, 1091, 1057, 1962"
1946,Charged Base,1943,,o,A base / nucleophile is said to be charged if there exists an ion charge on the compound itself. ,"MSE245, MSE244","1932, 1933, 1936, 1937"
1947,Neutral Base,1943,,o,A base / nucleophile is said to be neutral if there does not exist an ion charge on the compound. ,"MSE245, MSE244","1932, 1933, 1936, 1937"
1948,Reaction Mechanisms,1929,,g,A formalized method of determining the reaction pathway of how reactants are consumed and products are formed. ,"MSE245, MSE244, MSE218, MSE217","1929, 1611"
1949,Addition of HX to an Alkene,1948,,o,A reaction in which an alkene is reacted with a hydrogen halide (HX) with a polar solvent to produce a haloalkane. ,"MSE245, MSE244","1930, 1936, 1066, 1973"
1950,Addition of Halogen to an Alkene,1948,,o,The addition of a diatomic halogen to an alkene (dubbed halogenation) results in a haloalkane with the diatomic halogen forming two separate $*\pi$ bonds. ,"MSE245, MSE244","1937, 1066, 1968, 1972, 1973"
1951,Acid Catalyzed Hydration of Alkene,1948,,o,"A reaction in which an alkene is treated with water and sulfuric acid to produce alcohols. In the reaction, the double bond breaks along with the O-H bond, giving way for the formation of C-OH alcohol bond. ","MSE245, MSE217","1968, 1666, 1988"
1952,Reduction of an Alkene (formation of Alkanes),1948,,o,A reaction in which alkenes react with a diatomic hydrogen molecule in the presence of a transition metal catalyst to form alkanes. Transition metal catalysts are used because they have empty D-band orbitals which allow for excess energy to be inputted into the system without being absorbed by the reactants or products. ,"MSE245, MSE244, MSE217","1968, 1972, 1986, 1114, 1068, 1666, 1978, 2035"
1953,Carbocation Rearrangements,1948,,o,A process wherein the connectivity of the atoms in the product is different from that of the compound initially. Carbocation rearrangements typically involve migrating an alkyl group or hydrogen atom from an atom to an adjacent electron-deficient atom. ,MSE245,"1927, 1921"
1954,Reduction of Alkynes (formation of Alkenes),1948,,o,A reaction where an alkyne is treated with a diatomic hydrogen molecule in the presence of a transition metal catalyst which results in the formation of an alkane. ,"MSE245, MSE244, MSE217","1968, 1972, 1969, 1666, 1068, 1986, 2035"
1955,Alkylation of an Acetylide Anion,1948,,o,"A reaction involving the treatment of a tertiary alkyne with a strong base, which converts the alkyne to an acetylide anion. ","MSE245, MSE244","1969, 1132, 1084"
1956,Functional Groups ,1900,,g,An atom or a group of atoms that have similar physical and chemical properties when observed in a molecule. ,"MSE245, MSE244","1910, 1917, 1050"
1957,Hydrocarbon Reaction,1956,,g,Reactions that involve changing the chemical complexion of a hydrocarbon. ,MSE245,1997
1958,Combustion,1957,,o,A reaction in which hydrocarbons are used to produce heat energy. ,"MSE202, MSE244, MSE245, MSE218","2019, 2031, 2034, 2036, 2078, 1434, 1435, 2056, 1255, 1434"
1959,Electrophilic Aromatic Substitution,1957,,o,Reactions that focus on an electron-poor reagent reacting with an electron-rich aromatic ring to substitute for a hydrogen on the ring. The mechanism behind the Electrophilic Aromatic Substitution is similar to that of alkene addition reactions. ,MSE245,"1931, 1997, 1998, 1923, 1960, 1961, 1957, 1255, 1970, 1998"
1960,Di-substitution,1957,,o,"Benzene rings that have two substituent groups are said to be di-substituted. These compounds can be named via the locator system (ortho, meta, para) or by simply numbering-off the substituents.	",MSE245,"1931, 1959"
1961,Polysubstitution,1957,,o,"Benzene rings that have more than two substituent groups are said to be polysubstituted. These compounds can be named via the locator system (ortho, meta, para) or by simply numbering-off the substituents. ",MSE245,"1931, 1959"
1962,Reduction,1957,,o,A reaction where a certain chemical species gains electrons or loses hydrogens. ,"MSE245, MSE244, MSE218","1945, 1080, 2035"
1963,Dehydration,1957,,o,A reaction where a water molecule is removed from a reactant and is produced as a product.,"MSE245, MSE244","1945, 1080, 1972"
1964,Oxidation,1957,,o,A reaction where a certain chemical species loses electrons or gains hydrogens. ,"MSE245, MSE244","1944, 1080"
1965,Halogenation,1957,,o,A reaction where one or more of the hydrogen atoms in an organic compound is replaced with a halogen.  ,"MSE245, MSE244",1066
1966,Decarboxylation,1957,,o,A reaction in which a $*CO_2$ group is lost from a carboxyl group. Decarboxylation usually occurs under immense heat.,MSE245,2005
1967,Unsaturated Functional Groups ,1956,,o,Functional groups that contain double or triple bonds are said to be unsaturated. ,MSE245,"1910, 1917"
1968,Alkenes,1967,,o,Hydrocarbons that contain at least one double bond within its structure.,MSE245,"1921, 1935, 1951, 1950, 1952, 1954, 1910, 1974, 1975, 1977, 1976, 1978, 2035"
1969,Alkynes,1967,,o,Hydrocarbons that contain at least one triple bond within its structure. ,MSE245,"1955, 1954, 1910, 2035"
1970,Arenes,1967,,o,Organic compounds that are characterized by having alternate single and double bonds which gives way for increased resonance stability and aromatic tendencies. ,MSE245,"1959, 1910, 1999, 200, 2001"
1971,Nitriles,1967,,o,"Compounds which contain a cyano functional group, which is a carbon triple bonded to a nitrogen atom. Nitriles are commonly referred to as cyanides.",MSE245,"1912, 1910"
1972,Alkene Reactions,1968,,g,Reactions involving alkenes being consumed or produced. ,MSE245,"1934, 1950, 1952, 1954, 1963, 1910, 1974, 1975, 1977, 1976, 1978"
1973,Addition Reaction ,1972,,o,Reactions in which two reactants react to form one product. ,MSE245,"1930, 1949, 1950"
1974,Hydrochlorination,1973,,o,Reactions where an alkene reacts with hydrochloric acid to produce a haloalkane. ,"MSE245, MSE244","1968, 1972, 1066, 1986"
1975,Hydration,1973,,o,Reactions where an alkene reacts with water to produce an alcohol.,MSE245,"1910, 1968, 1972,1988"
1976,Bromination,1973,,o,Reactions where an alkene reacts with a diatomic bromine molecule to produce a haloalkane with two separate C-Br bonds. ,"MSE245, MSE244","1986, 1066, 1968, 1972"
1977,Hydroboration,1973,,o,Reactions which include the addition of a hydrogen-boron bond ($*BH_3$) to an alkene to produce an alkylborane structure. ,"MSE245, MSE244","1968, 1972, 1921, 1063"
1978,Hydrogenation,1973,,o,Reactions where an alkene reacts with a diatomic hydrogen atom to form an alkane.,MSE245,"1986, 1952, 1968, 1972"
1979,Rearrangement Reaction,1972,,o,A reaction where a single reactant undergoes a reorganization of bonds and atoms to yield a single isomeric product. ,"MSE245, MSE244","1901, 1907, 1909"
1980,Conformation,1968,,v,Conformation refers to the arrangement of the bonds on the carbons involved in the double bond. ,MSE245,"1921, 1942, 1943, 1981, 1984"
1981,Newman Projections,1980,,p,"A method of viewing the conformation of bonds by drawing a perspective normal to the doubly-bonded carbons, using lines and structural formulas to represent the bonds coming off of each carbon. ",MSE245,"1921, 1980"
1982,Eclipsed,1980,,o,"An instance of a Newman Projection where the bonds coming out of the front carbon and back carbon are both in-line with one another. Typically, this conformation pattern is not ideal as the bonds on the front and back carbons repel one another, leading to structural strain and a lack of stability. ",MSE245,1921
1983,Staggered,1980,,o,An instance of a Newman Projection where the bonds coming out of the front carbon and back carbon are staggered so that they are as far apart from one another as possible. This conformation pattern is the most ideal as it produces the least strain on the structure due to the lack of repulsion between the bonds on each carbon. ,MSE245,1921
1984,Torsion Strain,1982,,p,Strain that arises when atoms separated by three bonds are forced from a staggered conformation to an eclipsed conformation. ,MSE245,"1921, 1980, 1982"
1985,Saturated Functional Groups,1956,,o,Functional groups that contain solely single bonds are said to be saturated. ,MSE245,"1910, 1917"
1986,Alkanes (Aliphatic Hydrogenation),1985,,o,A saturated hydrocarbon whose carbons are arranged in a non-cyclical (open) chain.,MSE245,"1952, 1954, 1974, 1976, 1978, 1987, 2035"
1987,Pyrolysis (Cracking),1986,,r,The breaking down of alkanes in the absence of oxygen into smaller molecules. ,MSE245,1986
1988,Alcohols,1985,,o,Organic compounds that are characterized by having a hydroxyl group (-OH) bonded to an $*sp^3$ hybridized carbon.,MSE245,"1910, 1911, 1989, 1990, 1951, 1991, 1992, 1975, 2002, 2062"
1989,Order of Alcohols,1988,,v,The order depends on the number of carbons attached to the carbon bonded to the hydroxyl group (-OH) which is called the carbinol carbon. ,MSE245,1988
1990,Primary Alcohol,1989,,o,Primary alcohols have one carbon bonded to the carbinol carbon.,MSE245,1988
1991,Secondary Alcohol,1989,,o,Secondary alcohols have two carbons bonded to the carbinol carbon.,MSE245,1988
1992,Tertiary Alcohol,1989,,o,Tertiary alcohols have three carbons bonded to the carbinol carbon. ,MSE245,1988
1993,Ethers ,1985,,o,Organic compounds that are characterized by having an oxygen atom bonded to two carbon atoms. ,MSE245,"1910, 1911"
1994,Esters,1985,,o,"Organic compounds that are characterized by having a double bond between a carbon and an oxygen atom, with the carbon atom also being bonded to an oxygen atom. ",MSE245,"1910, 1911, 2063"
1995,Thiols,1985,,o,Organic compounds that are characterized by having a sulphydryl group (-SH).,MSE245,"1910, 1911"
1996,Sulfides,1985,,o,Organic compounds that are characterized by the presence of a sulfide ($*S_2$) ion. ,MSE245,"1910, 1911"
1997,Aromatic Hydrocarbons,1985,,o,Organic compounds that are characterized by a cyclic structure of carbon atoms called aromatic rings. They are distinct as they contain alternating single and double bonds within their cyclic structure which allows for enhanced resonance and distinct chemical properties.,MSE245,"1957, 1998"
1998,Benzene,1997,,o,A type of aromatic hydrocarbon where six carbon bonds are oriented in a cyclic form. The bonds between the cyclic hydrocarbons alternate between single and double bonds. ,MSE245,"1959, 1997, 1999, 2000, 2001"
1999,Ortho,1998,,o,"When naming polysubstituted aromatic compounds, the prefix ""ortho"" is used when a substituent group is located on a carbon atom directly adjacent to the group being focused on (1, 2 orientation). ",MSE245,"1916, 1998, 1918, 1970"
2000,Para,1998,,o,"When naming polysubstituted aromatic compounds, the prefix ""meta"" is used when a substituent group is located on a carbon atom two bonds away from the group of interest (1, 3 orientation).",MSE245,"1916, 1998, 1918, 1970"
2001,Meta,1998,,o,"When naming polysubstituted aromatic compounds, the prefix ""para"" is used when a substituent group is located on a carbon atom directly across from the group of interest (1, 4 orientation). ",MSE245,"1916, 1998, 1918, 1970"
2002,Amine,1985,,o,Organic compounds that are characterized by having being a derivative of ammonia ($*NH_3$) where one or more of the hydrogen atoms are replaced by alkyl groups. ,MSE245,"2065, 1910, 1911, 1988, 2062"
2003,Aldehydes,1985,,o,Organic compounds that are characterized by having a carbonyl group bonded to a hydrogen atom. ,MSE245,"2004, 2005, 1910, 1911"
2004,Ketones,1985,,o,Organic compounds that are characterized by having a carbonyl group bonded to two carbon atoms or similar or different lengths.,MSE245,"2003, 2005, 1910, 1911"
2005,Carboxylic Acid,1985,,o,Organic compounds that are characterized by having two functional groups; a hydroxyl group bonded to a carbonyl group. ,MSE245,"1966, 2003, 2004, 1910, 1911, 2008"
2006,Amides,1985,,o,"Organic compounds that are characterized by their derivation from carboxylic acids, where the typical hydroxyl group (-OH) is replaced with an amino group ($*-NH_2$) or a similar derivative ($*-NR2$). ",MSE245,"1910, 1911"
2007,Acid Anhydrides,1985,,o,"Organic compounds that are characterized by two acyl groups bonded to an oxygen atom. The acyl groups are defined as a carbon-oxygen double bond, with a bond to a general carbon chain as well.","MSE245, MSE244","1921, 1137"
2008,Acid Halides,1985,,o,"Organic compounds that are characterized by their derivation from carboxylic acids, where the typical hydroxyl group (-OH) is replaced with a halogen atom (chlorine, bromine, iodine). ","MSE245, MSE244","1921, 1066, 2005, 1137"
2009,Organic Polymer Chemistry,1900,,g,"The branch of Organic Chemistry that focuses on the study of polymers, which are long repeated chains that consist mostly of carbon atoms in arrangements known as monomers. ",MSE245,
2010,Chain Growth Polymers,2009,,g,A method of polymerization where the monomer units are combined together without the loss of atoms or the production of side products.,MSE245,"2011, 2012, 2013, 2014, 2061, 1427"
2011,Radical Chain Growth,2010,,r,A method of polymerization where a molecule or ion containing one or more unpaired electrons is involved in a three-step polymerization process. ,MSE245,"2010, 2009"
